preprocess,kata_kunci,score,predicted_aspect,details
astro zhask bintang ajg,"['astro', 'bintang', 'zhask', 'ajg']","{'effectiveness': 0.8, 'satisfaction': 0.8}",satisfaction,"{'effectiveness': [('ajg', 'lag', 80.0)], 'satisfaction': [('bintang', 'tenang', 80.0)]}"
damage petir dwonbringer kurang min,"['damage', 'petir', 'dwonbringer', 'kurang', 'min']","{'effectiveness': 0, 'satisfaction': 2.6}",satisfaction,"{'effectiveness': [], 'satisfaction': [('damage', 'damai', 88.88888888888889), ('kurang', 'curang', 90.9090909090909), ('min', 'yakin', 80.0)]}"
bagus tarik asah otak tolong mudah musuh bot salam bandung,"['bot', 'tolong', 'tarik', 'bagus', 'otak', 'asah', 'musuh', 'bandung', 'salam', 'mudah']","{'effectiveness': 3.46, 'satisfaction': 5.55}",satisfaction,"{'effectiveness': [('bot', 'lemot', 80.0), ('tolong', 'pertolongan', 100.0), ('asah', 'crash', 85.71428571428572), ('salam', 'kesalahan', 80.0)], 'satisfaction': [('bot', 'bonus', 80.0), ('tarik', 'tertarik', 100.0), ('bagus', 'bagus', 100.0), ('asah', 'gelisah', 85.71428571428572), ('musuh', 'rusuh', 88.88888888888889), ('mudah', 'mudah', 100.0)]}"
beta useles eror stack useles montoon,"['beta', 'eror', 'stack', 'useles', 'montoon']","{'effectiveness': 1.91, 'satisfaction': 1.71}",effectiveness,"{'effectiveness': [('eror', 'eror', 100.0), ('useles', 'selesai', 90.9090909090909)], 'satisfaction': [('useles', 'lesu', 85.71428571428572), ('montoon', 'monoton', 85.71428571428572)]}"
mending kesini jelekkk gaenak paenin,"['kesini', 'jelekkk', 'paenin', 'mending', 'gaenak']","{'effectiveness': 0, 'satisfaction': 1.92}",satisfaction,"{'effectiveness': [], 'satisfaction': [('jelekkk', 'jelek', 100.0), ('mending', 'meningkatkan', 92.3076923076923)]}"
match tapi hero sinergi tidak muncul sinergi musuh tidak alhasil kalah posisi salah tidak sistem role buruk alam main tidak senang stres,"['sinergi', 'match', 'musuh', 'hero', 'kalah', 'tapi', 'stres', 'role', 'salah', 'buruk']","{'effectiveness': 3.55, 'satisfaction': 3.75}",satisfaction,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('kalah', 'masalah', 88.88888888888889), ('salah', 'kesalahan', 100.0), ('buruk', 'bug', 80.0)], 'satisfaction': [('musuh', 'rusuh', 88.88888888888889), ('tapi', 'mantap', 85.71428571428572), ('stres', 'stres', 100.0), ('buruk', 'buruk', 100.0)]}"
burukk,['burukk'],"{'effectiveness': 0.8, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [('burukk', 'bug', 80.0)], 'satisfaction': [('burukk', 'buruk', 100.0)]}"
lag parah pusing atur kombo item dll meleset baik update rating beta batu,"['update', 'beta', 'lag', 'rating', 'dll', 'item', 'batu', 'meleset', 'atur', 'kombo']","{'effectiveness': 1.86, 'satisfaction': 0.8}",effectiveness,"{'effectiveness': [('lag', 'lag', 100.0), ('batu', 'lambat', 85.71428571428572)], 'satisfaction': [('rating', 'curang', 80.0)]}"
bagus simple jadi tapi ok seru seru,"['simple', 'bagus', 'ok', 'jadi', 'tapi', 'seru']","{'effectiveness': 0, 'satisfaction': 4.62}",satisfaction,"{'effectiveness': [], 'satisfaction': [('simple', 'simpel', 90.9090909090909), ('bagus', 'bagus', 100.0), ('jadi', 'adil', 85.71428571428572), ('tapi', 'mantap', 85.71428571428572), ('seru', 'seru', 100.0)]}"
tidak fair player lihat line up letak posisi hero,"['player', 'hero', 'letak', 'posisi', 'lihat', 'fair', 'line', 'tidak']","{'effectiveness': 1.66, 'satisfaction': 0}",effectiveness,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('lihat', 'pilihan', 80.0)], 'satisfaction': []}"
seru tapi kalah,"['kalah', 'tapi', 'seru']","{'effectiveness': 0.89, 'satisfaction': 1.86}",satisfaction,"{'effectiveness': [('kalah', 'masalah', 88.88888888888889)], 'satisfaction': [('tapi', 'mantap', 85.71428571428572), ('seru', 'seru', 100.0)]}"
tidak sportif curang,"['curang', 'sportif', 'tidak']","{'effectiveness': 0, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('curang', 'curang', 100.0)]}"
burik tolollll,"['burik', 'tolollll']","{'effectiveness': 0.8, 'satisfaction': 0.8}",effectiveness,"{'effectiveness': [('burik', 'bug', 80.0)], 'satisfaction': [('burik', 'buruk', 80.0)]}"
mantap gratis,"['gratis', 'mantap']","{'effectiveness': 0, 'satisfaction': 1.83}",satisfaction,"{'effectiveness': [], 'satisfaction': [('gratis', 'praktis', 83.33333333333334), ('mantap', 'mantap', 100.0)]}"
kecil ukur,"['kecil', 'ukur']","{'effectiveness': 0, 'satisfaction': 0}",unknown,"{'effectiveness': [], 'satisfaction': []}"
pilih kasihaku langsung kasih musuh pro teman langsung kasih musuh bot vizta pilih,"['teman', 'musuh', 'bot', 'pilih', 'langsung', 'kasihaku', 'pro', 'vizta', 'kasih']","{'effectiveness': 3.6, 'satisfaction': 5.03}",satisfaction,"{'effectiveness': [('bot', 'lemot', 80.0), ('pilih', 'pilihan', 100.0), ('langsung', 'lag', 80.0), ('pro', 'problem', 100.0)], 'satisfaction': [('teman', 'aman', 85.71428571428572), ('musuh', 'rusuh', 88.88888888888889), ('bot', 'bonus', 80.0), ('langsung', 'luang', 88.88888888888889), ('pro', 'praktis', 80.0), ('kasih', 'ekspektasi', 80.0)]}"
kurang enak beda,"['beda', 'kurang', 'enak']","{'effectiveness': 0.86, 'satisfaction': 0.91}",satisfaction,"{'effectiveness': [('beda', 'jeda', 85.71428571428572)], 'satisfaction': [('kurang', 'curang', 90.9090909090909)]}"
hero mobilegen,"['mobilegen', 'hero']","{'effectiveness': 0.86, 'satisfaction': 0}",effectiveness,"{'effectiveness': [('hero', 'eror', 85.71428571428572)], 'satisfaction': []}"
sinergi hapus tanding tidak aktif sulit,"['sinergi', 'tanding', 'sulit', 'aktif', 'hapus', 'tidak']","{'effectiveness': 0, 'satisfaction': 2.66}",satisfaction,"{'effectiveness': [], 'satisfaction': [('sulit', 'kesulitan', 100.0), ('aktif', 'praktis', 80.0), ('hapus', 'puas', 85.71428571428572)]}"
tolong kembang bagus,"['bagus', 'tolong', 'kembang']","{'effectiveness': 1.0, 'satisfaction': 1.86}",satisfaction,"{'effectiveness': [('tolong', 'pertolongan', 100.0)], 'satisfaction': [('bagus', 'bagus', 100.0), ('kembang', 'seimbang', 85.71428571428572)]}"
bagus sin tapi fitur pencet profil orang tidak cat nond batd,"['profil', 'fitur', 'orang', 'pencet', 'bagus', 'sin', 'tapi', 'nond', 'tidak', 'cat']","{'effectiveness': 1.6, 'satisfaction': 4.55}",satisfaction,"{'effectiveness': [('sin', 'akurasi', 80.0), ('cat', 'capaian', 80.0)], 'satisfaction': [('orang', 'curang', 88.88888888888889), ('bagus', 'bagus', 100.0), ('sin', 'bising', 100.0), ('tapi', 'mantap', 85.71428571428572), ('cat', 'manfaat', 80.0)]}"
tiba ngecrash nih anehhh,"['nih', 'tiba', 'ngecrash', 'anehhh']","{'effectiveness': 1.8, 'satisfaction': 0.8}",effectiveness,"{'effectiveness': [('nih', 'meraih', 80.0), ('ngecrash', 'crash', 100.0)], 'satisfaction': [('nih', 'nilai', 80.0)]}"
keren senang,"['senang', 'keren']","{'effectiveness': 0.8, 'satisfaction': 2.0}",satisfaction,"{'effectiveness': [('keren', 'kebenaran', 80.0)], 'satisfaction': [('senang', 'kesenangan', 100.0), ('keren', 'keren', 100.0)]}"
bug segi grafis low sedang koneksi wifi,"['wifi', 'bug', 'grafis', 'koneksi', 'segi', 'low', 'sedang']","{'effectiveness': 1.0, 'satisfaction': 2.66}",satisfaction,"{'effectiveness': [('bug', 'bug', 100.0)], 'satisfaction': [('bug', 'buruk', 80.0), ('segi', 'segar', 85.71428571428572), ('sedang', 'sedang', 100.0)]}"
tim yatim,"['yatim', 'tim']","{'effectiveness': 0, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('tim', 'timpang', 100.0)]}"
hero vale hapus bejat bintang bujut moga baca,"['hero', 'bintang', 'vale', 'baca', 'bejat', 'hapus', 'bujut', 'moga']","{'effectiveness': 1.66, 'satisfaction': 1.66}",satisfaction,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('bujut', 'bug', 80.0)], 'satisfaction': [('bintang', 'tenang', 80.0), ('hapus', 'puas', 85.71428571428572)]}"
jaring celek euy login ml ngerank lancar baik tunn,"['login', 'celek', 'ngerank', 'euy', 'lancar', 'baik', 'tunn', 'jaring', 'ml']","{'effectiveness': 1.0, 'satisfaction': 1.89}",satisfaction,"{'effectiveness': [('lancar', 'lancar', 100.0)], 'satisfaction': [('celek', 'jelek', 88.88888888888889), ('baik', 'baik', 100.0)]}"
pokok bagus terima,"['pokok', 'bagus', 'terima']","{'effectiveness': 0, 'satisfaction': 1.8}",satisfaction,"{'effectiveness': [], 'satisfaction': [('bagus', 'bagus', 100.0), ('terima', 'terang', 80.0)]}"
matchmaking,['matchmaking'],"{'effectiveness': 0, 'satisfaction': 0.8}",satisfaction,"{'effectiveness': [], 'satisfaction': [('matchmaking', 'yakin', 80.0)]}"
nyabagus cuman atur setrate ginya ter sedikit tolong ditamba men detik,"['atur', 'nyabagus', 'detik', 'sedikit', 'tolong', 'ter', 'ditamba', 'cuman', 'setrate', 'ginya']","{'effectiveness': 3.6, 'satisfaction': 4.69}",satisfaction,"{'effectiveness': [('detik', 'detail', 80.0), ('tolong', 'pertolongan', 100.0), ('ter', 'tertunda', 100.0), ('ditamba', 'lambat', 80.0)], 'satisfaction': [('nyabagus', 'bagus', 100.0), ('sedikit', 'sedih', 88.88888888888889), ('ter', 'terang', 100.0), ('cuman', 'hukuman', 88.88888888888889), ('setrate', 'setara', 90.9090909090909)]}"
eror mulu koneksi gue bagus mending uninstal lol,"['uninstal', 'mulu', 'koneksi', 'gue', 'lol', 'eror', 'mending', 'bagus']","{'effectiveness': 2.8, 'satisfaction': 2.72}",effectiveness,"{'effectiveness': [('uninstal', 'stabil', 80.0), ('mulu', 'mulus', 100.0), ('eror', 'eror', 100.0)], 'satisfaction': [('gue', 'gelisah', 80.0), ('mending', 'meningkatkan', 92.3076923076923), ('bagus', 'bagus', 100.0)]}"
bagus ngisi luang efek efek lumayan kerurangan koneksi koneksi,"['koneksi', 'kerurangan', 'luang', 'ngisi', 'efek', 'lumayan', 'bagus']","{'effectiveness': 0.8, 'satisfaction': 4.72}",satisfaction,"{'effectiveness': [('kerurangan', 'keliru', 80.0)], 'satisfaction': [('kerurangan', 'curang', 83.33333333333334), ('luang', 'luang', 100.0), ('ngisi', 'fungsi', 88.88888888888889), ('lumayan', 'lumayan', 100.0), ('bagus', 'bagus', 100.0)]}"
tambah fitur jangan otomatis up level bintang hero fitur kunci hero biar tidak kena jual,"['hero', 'kunci', 'fitur', 'bintang', 'jual', 'tambah', 'jangan', 'otomatis', 'biar', 'level']","{'effectiveness': 1.66, 'satisfaction': 2.62}",satisfaction,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('jangan', 'dukungan', 80.0)], 'satisfaction': [('bintang', 'tenang', 80.0), ('tambah', 'menambah', 90.9090909090909), ('jangan', 'kesenangan', 90.9090909090909)]}"
sagat bagus,"['bagus', 'sagat']","{'effectiveness': 0, 'satisfaction': 1.8}",satisfaction,"{'effectiveness': [], 'satisfaction': [('bagus', 'bagus', 100.0), ('sagat', 'semangat', 80.0)]}"
level guwe pakai lylia hero guwe tekan tharz aktiv hero susah kalah menang kalah tidak hero biar adil menang hero kalah tidak hero,"['guwe', 'hero', 'tharz', 'menang', 'biar', 'pakai', 'kalah', 'tekan', 'aktiv', 'susah']","{'effectiveness': 1.75, 'satisfaction': 3.6}",satisfaction,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('kalah', 'masalah', 88.88888888888889)], 'satisfaction': [('menang', 'tenang', 90.9090909090909), ('tekan', 'meningkatkan', 88.88888888888889), ('aktiv', 'praktis', 80.0), ('susah', 'susah', 100.0)]}"
update seru,"['update', 'seru']","{'effectiveness': 0, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('seru', 'seru', 100.0)]}"
adil sinergi tidak pengaruh nerf combo angela karina devender tidak nerf benerlah moontod what are you doing mm banding sinergi bug,"['sinergi', 'combo', 'nerf', 'banding', 'karina', 'bug', 'moontod', 'devender', 'doing', 'angela']","{'effectiveness': 1.8, 'satisfaction': 1.69}",effectiveness,"{'effectiveness': [('bug', 'bug', 100.0), ('angela', 'lag', 80.0)], 'satisfaction': [('bug', 'buruk', 80.0), ('angela', 'gelap', 88.88888888888889)]}"
clone device susah dapetingnya hero bintang cuman sedikit stocknya kalah bintang mulu,"['clone', 'bintang', 'dapetingnya', 'device', 'susah', 'kalah', 'hero', 'sedikit', 'stocknya', 'cuman']","{'effectiveness': 1.75, 'satisfaction': 3.58}",satisfaction,"{'effectiveness': [('kalah', 'masalah', 88.88888888888889), ('hero', 'eror', 85.71428571428572)], 'satisfaction': [('bintang', 'tenang', 80.0), ('susah', 'susah', 100.0), ('sedikit', 'sedih', 88.88888888888889), ('cuman', 'hukuman', 88.88888888888889)]}"
heran full aitem kalah,"['kalah', 'heran', 'aitem']","{'effectiveness': 0.89, 'satisfaction': 0.8}",effectiveness,"{'effectiveness': [('kalah', 'masalah', 88.88888888888889)], 'satisfaction': [('heran', 'terang', 80.0)]}"
menghiburrrseruuu,['menghiburrrseruuu'],"{'effectiveness': 0, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('menghiburrrseruuu', 'seru', 100.0)]}"
puas aplikasi,"['puas', 'aplikasi']","{'effectiveness': 0, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('puas', 'kepuasan', 100.0)]}"
tidak enak tidak gatot thars kecewa berat bosan,"['bosan', 'kecewa', 'tidak', 'thars', 'enak', 'gatot', 'berat']","{'effectiveness': 0, 'satisfaction': 2.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('bosan', 'bosan', 100.0), ('kecewa', 'kekecewaan', 100.0)]}"
tolong tingkat peringkat pakai point mobile legends,"['mobile', 'peringkat', 'point', 'legends', 'tingkat', 'tolong', 'pakai']","{'effectiveness': 1.0, 'satisfaction': 2.57}",satisfaction,"{'effectiveness': [('tolong', 'pertolongan', 100.0)], 'satisfaction': [('peringkat', 'kuat', 85.71428571428572), ('legends', 'lega', 85.71428571428572), ('tingkat', 'meningkatkan', 85.71428571428572)]}"
bintang duluuntuk ches dulucuman war panjang beli hero tiba mulaikasih mode offline biar mlbiar enak tidak kouta,"['tiba', 'dulucuman', 'beli', 'biar', 'ches', 'offline', 'duluuntuk', 'hero', 'mlbiar', 'enak']","{'effectiveness': 0.86, 'satisfaction': 0.86}",satisfaction,"{'effectiveness': [('hero', 'eror', 85.71428571428572)], 'satisfaction': [('dulucuman', 'aman', 85.71428571428572)]}"
adakan pitur tukar skin chessboard magical chessboard magical bosan pakai chessboard mulu tukar skin cheesboard magical skin commander magical,"['chessboard', 'cheesboard', 'magical', 'pakai', 'adakan', 'skin', 'mulu', 'pitur', 'tukar', 'bosan']","{'effectiveness': 1.0, 'satisfaction': 1.86}",satisfaction,"{'effectiveness': [('mulu', 'mulus', 100.0)], 'satisfaction': [('skin', 'yakin', 85.71428571428572), ('bosan', 'bosan', 100.0)]}"
menang gantung untung,"['menang', 'untung', 'gantung']","{'effectiveness': 0, 'satisfaction': 0.91}",satisfaction,"{'effectiveness': [], 'satisfaction': [('menang', 'tenang', 90.9090909090909)]}"
script hero pilih susah hero sinergi tidak muncul,"['hero', 'script', 'sinergi', 'muncul', 'susah', 'pilih', 'tidak']","{'effectiveness': 1.86, 'satisfaction': 1.0}",effectiveness,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('pilih', 'pilihan', 100.0)], 'satisfaction': [('susah', 'susah', 100.0)]}"
gila keren fix download,"['download', 'fix', 'keren', 'gila']","{'effectiveness': 1.6, 'satisfaction': 1.0}",effectiveness,"{'effectiveness': [('keren', 'kebenaran', 80.0), ('gila', 'lag', 80.0)], 'satisfaction': [('keren', 'keren', 100.0)]}"
sumpah nih rill plek ketiplek gam nama ml jir hero ling wan wam layioa miya situ hero main ml aneh kena bjir,"['wan', 'nama', 'layioa', 'miya', 'ling', 'jir', 'nih', 'ketiplek', 'plek', 'sumpah']","{'effectiveness': 2.4, 'satisfaction': 4.17}",satisfaction,"{'effectiveness': [('wan', 'ketepatan', 80.0), ('layioa', 'lag', 80.0), ('nih', 'meraih', 80.0)], 'satisfaction': [('wan', 'kepuasan', 80.0), ('nama', 'aman', 85.71428571428572), ('ling', 'bising', 85.71428571428572), ('nih', 'nilai', 80.0), ('plek', 'capek', 85.71428571428572)]}"
terima muntun cipta bagus,"['bagus', 'terima', 'cipta', 'muntun']","{'effectiveness': 0, 'satisfaction': 1.8}",satisfaction,"{'effectiveness': [], 'satisfaction': [('bagus', 'bagus', 100.0), ('terima', 'terang', 80.0)]}"
tantang seru bantai bantai,"['tantang', 'bantai', 'seru']","{'effectiveness': 0.83, 'satisfaction': 2.71}",satisfaction,"{'effectiveness': [('bantai', 'bantuan', 83.33333333333334)], 'satisfaction': [('tantang', 'tenang', 80.0), ('bantai', 'santai', 90.9090909090909), ('seru', 'seru', 100.0)]}"
ampas sinergi eruditio seret pakai jarang stak natan yuvi tidak jlas ampas complain costemer tidak respon ampas mending tft,"['seret', 'stak', 'ampas', 'tft', 'sinergi', 'costemer', 'natan', 'jlas', 'yuvi', 'jarang']","{'effectiveness': 2.55, 'satisfaction': 4.26}",satisfaction,"{'effectiveness': [('stak', 'rusak', 85.71428571428572), ('natan', 'ketepatan', 88.88888888888889), ('jarang', 'kebenaran', 80.0)], 'satisfaction': [('seret', 'seru', 85.71428571428572), ('ampas', 'puas', 85.71428571428572), ('natan', 'kegunaan', 88.88888888888889), ('jlas', 'malas', 85.71428571428572), ('jarang', 'curang', 80.0)]}"
anggap afk masalah,"['masalah', 'anggap', 'afk']","{'effectiveness': 1.8, 'satisfaction': 1.6}",effectiveness,"{'effectiveness': [('masalah', 'masalah', 100.0), ('afk', 'akurasi', 80.0)], 'satisfaction': [('anggap', 'ganggu', 80.0), ('afk', 'memihak', 80.0)]}"
bantu reda lalah skripsi,"['skripsi', 'bantu', 'reda', 'lalah']","{'effectiveness': 3.6, 'satisfaction': 1.69}",effectiveness,"{'effectiveness': [('skripsi', 'opsi', 85.71428571428572), ('bantu', 'bantuan', 100.0), ('reda', 'jeda', 85.71428571428572), ('lalah', 'masalah', 88.88888888888889)], 'satisfaction': [('bantu', 'antusias', 88.88888888888889), ('lalah', 'kelelahan', 80.0)]}"
bagus gampang,"['gampang', 'bagus']","{'effectiveness': 0, 'satisfaction': 2.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('gampang', 'gampang', 100.0), ('bagus', 'bagus', 100.0)]}"
semenjak tidak aplikasi mlbbsya malas inibnyak kurang tertarikinti brng teman kenal karena aplikasi pisah batalmnurut ribet iniudh tidk tidak asik duluini main layak temanmabarklo aplikasi bginisbagian main mlbb terpecahkekurangan teman main ujung bosanhnya rasa trimakasih,"['bosanhnya', 'temanmabarklo', 'terpecahkekurangan', 'teman', 'kurang', 'tertarikinti', 'asik', 'aplikasi', 'semenjak', 'bginisbagian']","{'effectiveness': 1.79, 'satisfaction': 5.46}",satisfaction,"{'effectiveness': [('asik', 'akurasi', 85.71428571428572), ('bginisbagian', 'sebagian', 93.33333333333333)], 'satisfaction': [('bosanhnya', 'bosan', 100.0), ('terpecahkekurangan', 'curang', 83.33333333333334), ('teman', 'aman', 85.71428571428572), ('kurang', 'curang', 90.9090909090909), ('tertarikinti', 'tertarik', 100.0), ('asik', 'motivasi', 85.71428571428572)]}"
bagus tapi lancelot hapus moniyan,"['lancelot', 'moniyan', 'hapus', 'bagus', 'tapi']","{'effectiveness': 0.8, 'satisfaction': 2.71}",satisfaction,"{'effectiveness': [('lancelot', 'lag', 80.0)], 'satisfaction': [('hapus', 'puas', 85.71428571428572), ('bagus', 'bagus', 100.0), ('tapi', 'mantap', 85.71428571428572)]}"
tolong draw rate skin ling tingkat masak spin koin doangpaling untung koin kalisudah draw bonus drawnya,"['spin', 'drawnya', 'draw', 'doangpaling', 'koin', 'ling', 'rate', 'bonus', 'skin', 'masak']","{'effectiveness': 1.75, 'satisfaction': 3.57}",satisfaction,"{'effectiveness': [('koin', 'konstan', 85.71428571428572), ('masak', 'masalah', 88.88888888888889)], 'satisfaction': [('koin', 'yakin', 85.71428571428572), ('ling', 'bising', 85.71428571428572), ('bonus', 'bonus', 100.0), ('skin', 'yakin', 85.71428571428572)]}"
seru asik,"['asik', 'seru']","{'effectiveness': 0.86, 'satisfaction': 1.86}",satisfaction,"{'effectiveness': [('asik', 'akurasi', 85.71428571428572)], 'satisfaction': [('asik', 'motivasi', 85.71428571428572), ('seru', 'seru', 100.0)]}"
